,Messages,Time Stamp,Spam
709,Rising Net Cash Flow and Cash from Operating activity is highly positive for HCL Tech hence the stock will cross Rs.1500 soon. Buy HCL Tech for a target of Rs.1700 a must in your portfolio.,29-12-2021 13.11,
710,Investors are buying HCL Tech and so are mutual funds so why are you not buying HCL Tech. Just buy HCL Tech for a target of Rs.1700.,29-12-2021 13.01,
711,Buy HCL Tech as it is under valued compared to TCS and Infosys and has a lot of catching up so HCL Tech should cross Rs.1500 soon and then head to Rs.1700.,29-12-2021 12.39,
712,Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,29-12-2021 12.23,
713,PMC fincrop next multibigger stock target RS.10 plus March 2022 buy and hold once again RS.100 plus next 2 years bnfs.at/891c,29-12-2021 12.22,
714,Buy Target 1400 Click,29-12-2021 11.51,
715,Telle grm Profit_Junction : Jubilant food near to breakout and looks little bullish as per the indicators in daily charts. Buy it abv 3850 for 4100 in 2 week time frame. I share freee intraday caallls in my Tellee grm Profit_Junction,29-12-2021 11.46,
716,The target of HCL tech for the next 2 months is 1405 with stop-loss at 1228 for more.... v.gd/7VM4Cb,29-12-2021 11.21,
717,buy holding for next month target 1400/1450/1500 -. Expriy till below 1300 so exit option as expriy,29-12-2021 9.27,
718,HCL Tech is highly attractive compared to TCS and Infosys so ionvestors are buying HCL Tech so just buy HCL Tech as after crossing Rs.1377 HCL Tech will head to Rs.1500.,29-12-2021 9.43,
719,Any dip can be taken as a fresh buying opportunity. The upside rally can take the share price so high in coming quarters for more info tlee-gram fistrade,23-12-2021 19.10,
720,Short Term Super Call : Buy HCL Tech at 1284 Target 1410 Enjoy Money Rain,28-12-2021 21.27,
721,To knw Queen of future This stock may give u 2x 3x returns this year for sure ..very bullish on techincal chart For any help orTips.... To knw Queen of future,28-12-2021 18.00,
722,Ready for next week with previous holdings its ready for break again with more profit...,28-12-2021 17.32,
723,HCLTECH 14 Jan 2022 is result date and Big Bull..................,28-12-2021 17.29,
724,Invest safely so never gonna regret. pick worthy deal with us,28-12-2021 17.21,
725,Investing is not an easy mind game ....it requires patience to feel the power of stock market..... Queen of future,28-12-2021 17.18,
726,Buy HCL Tech with target of 1294 & Stop loss at 1270...visit goyaltips,28-12-2021 17.00,
727,Buy HCL Tech with target of 1294 & Stop loss 1270...visit goyaltips,28-12-2021 16.53,
728,buy buy immediate at cmp tomorrow open 1300 hcl,28-12-2021 15.41,
729,Expecting bad result from HCL Tech. Avoid buying on IT share,28-12-2021 13.21,
730,Buy HCL Tech as it is at very attractive valuations compared to TCS and Infosys and HCL Tech will cross Rs.1377 from where it corrected due to panic selling and then head to Rs.1500.,28-12-2021 12.12,
731,I hope it will cross 1300 today.All the best.I dont think this will found at this rate in near future.Next month all IT companies release the results and the will move this to near 1400.,28-12-2021 12.01,
732,IndusInd bank 956 and target will be 1000/1060/1100 ForAny HelpOrTips wtzzp.. 73OO7: 311 44,28-12-2021 11.57,
733,"Strong levels, Good Result, Consolidated in last week, strongly recommend this stock for buying for more details... Queen of future To knw Queen of future",28-12-2021 11.52,
734,"Buy bpcl 318 and target will be 330/350 looking good pick , For AnyTips OrHelp wtzp... 73OO7 :311 :44",28-12-2021 11.49,
735,avoid buying in huge quantity our Indian markets are still highly over valued.,28-12-2021 11.49,
736,Fundamental strong stock add at every dips for long term view more AnyTips OrHelp wtzp... 73OO7 :311 :44,28-12-2021 11.06,
737,Accumulate this stock. 1500 levels will be seen in coming months.,28-12-2021 11.00,
738,How to overcome our fear of losses incurred by return ......bnfs.at/891c,28-12-2021 10.48,
739,Dec Expriy 1300 or below after that is brust . keep holding for target upto 1800 upto Mar 2022.,28-12-2021 8.41,
740,volume is nothing but the number of times a company s stock is traded at a particular time,28-12-2021 7.46,
741,HCL TECH LOOKING BULLISH TARGET 1280-1300-1340.,28-12-2021 2.59,
742,probably they could have bought very well under rs 1190 or at the lowest 1133 during the december beginning. Their may be expecting very good results coming up for this OND,27-12-2021 23.25,
743,Hcl tech has reduced debt.this company one of the good fundamental stock in it sector & techinaclly also keep hold for long turm,27-12-2021 23.23,
744,Market always gives superb return to long term holders so fill ur portfolio with long term stocks.. Queen of future,27-12-2021 22.36,
745,Fundamentally strong stock add at every dips for long term for more... Queen of future,27-12-2021 21.18,
746,Fundamental strong stock add at every dips for long term view more AnyTips OrHelp wtzp... 73OO7 :311 :44,27-12-2021 21.03,
747,"Buy upl cmp 711 and above target 750/800 soon , forAnyTips OrHelp wtzp... 73OO : 7311 44",27-12-2021 21.01,
748,Tomorrow 1300 huge upside 3-5%..US IT STOCKS each stock is 2-3% upside... we can see a very huge gap up and it will cross 1300 ..All the best,27-12-2021 20.37,
749,results on 14th considering 4th interim dividend consistent divided payout results always good valuations good upside only expected,27-12-2021 13.42,
750,Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos ..bnfs.at/891c,27-12-2021 11.06,
751,can expect downside movement. brace yourself,27-12-2021 12.46,
752,hcl tech closing above 1268 target open 1394,27-12-2021 12.31,
753,Jan future at deep discount. it should be profitable to buy Jan future and sell current month call.,27-12-2021 11.59,
754,can we see an uprun today ? or will it hang in between 1270-1280 (,27-12-2021 11.38,
755,undervalued pe 36.. Wipro pe 31. hcl pe 29. with current order book and operations hcl pe should be 33. grab it.,27-12-2021 11.15,
756,PMC fincrop next multibigger stock target RS.10 plus March 2022 buy and hold once again RS.100 plus next 2 years bnfs.at/891c,27-12-2021 11.06,
757,Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available bnfs.at/891c,27-12-2021 10.44,
758,Have an opinion on this news? Post your comment here.,27-12-2021 10.42,
759,On Monday it will go upto 1320 gap up opening.,26-12-2021 11.57,
760,Made a wrong post. Not able to delete now. Posted the views for MindTree in the HCL page.,25-12-2021 21.14,
761,"HCL Tech is on an uptrend, but right now it is taking a break moving sideways. 4750 will pose a good resistance for the upmove. if it stays above 4750, we can think of a buy. But no selling at any cost",25-12-2021 21.02,
762,Market go down upto 15500/1400. thereafter its recovery as korona effect. HCLTECH target 1300,25-12-2021 18.40,
763,Dec expiry target 1300. thereafter 1350/1400/150 .,25-12-2021 18.37,
764,Telle grm Profit_Junction: Biocon is little bullish as per indicators in daily chart. Buy only above the next resistance 380 for 400 tgt in 1 week. I give freee intrdy sugggestions in my Tellee grm Profit_Junction,25-12-2021 18.33,
765,Looking week From.here so wait for dip and buy more. for more live market updatez tipxz wtzpp on 84454:92O56,25-12-2021 18.32,
766,buy buy 1300 plus 9n Monday morning trade,25-12-2021 13.50,
767,"Telle grm Profit_Junction : Dabur is bearish as per indicators in short term, buy it abv 588 for a tgt of 630 and sell it below 560 for a tgt of 530 in a week. I give freee intrdy sugggestions in my Tellee grm Profit_Junction",25-12-2021 13.40,
768,Ready for next week with previous holdings its ready for break again with more profit...,25-12-2021 13.22,
769,Monday 1300 buy at any price on Monday morning,24-12-2021 19.27,
770,Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available............ bnfs.at/891c Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ong...&nbsp,24-12-2021 20.11,
771,Promotors know how undervalued this is so they are ready to buy at 5% premium. I am saying this again. HCL is a gold mine in IT sector. Will definitely trade above 2000 before Dec 2022,24-12-2021 18.25,
772,"Leading indicator RSI is placed at 60 which is showing further price strength. On a higher time frame, a counter formed a Morning Star pattern, which is a bullish reversal candlestick pattern.",24-12-2021 18.16,
773,Wait for result this stock give you recovery but some slowly.. wait for next resistance levels...,24-12-2021 17.32,
774,"Pursuant to Regulation 39(3) of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we would like to inform you that the Company has received request for loss of share certificate of face value of Rs. 2/- from a sh...&nbsp",24-12-2021 16.36,
775,Tomorrow be ready all operator for strong upper circuit be ready for retailer buying opportunity........bnfs.at/891c,24-12-2021 16.05,
776,Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos ..bnfs.at/891c,24-12-2021 16.05,
777,"Telle grm Profit_Junction : Lupin is little bearish from past one week in daily chart, buy it only abv 886 for a tgt of 950 & sell below 858 for 835. I give freee intrdy sugggestions in my Tellee grm Profit_Junction",24-12-2021 15.34,
778,"Telle grm Profit_Junction : UBL formed bullish engulfing, but is in range as per all technical indicators in daily chart, buy abv 1530 for 1650 tgt in 2 week. I give freee intrdy sugstions in my Tellee grm Profit_Junction",24-12-2021 15.34,
779,HCL Tech will post very bad result. But all traders and mutual funds are player here. Cautious..,24-12-2021 14.19,
780,slowly will move into red beware of the trap,24-12-2021 14.16,
781,promoters know the value of this share is way more than 1288 thats why 5 percent is just discounted buy. dont give promoters your shares below 1300. dont sell a single share from Monday onwards pre result rally to 1350 starts and after resu...&nbsp,24-12-2021 14.15,
782,buy hcl tech above 1268 target 1394 1454 1600 1800,24-12-2021 14.15,
783,When Promoters are bought at 1279... retail investors should not analyse the current price.. as big investors want to panic retailers and hence price has fallen.. Dec series should end atleast 1350,24-12-2021 12.52,
784,Buy LTP expriry target 1300 after that 1500,24-12-2021 13.12,
785,promotors to buy 45 lakh shares via open market..,24-12-2021 12.48,
786,I sold our 200 shares at 1280 Was holding from September end at 1290,24-12-2021 12.33,
787,Book profits in Hcltech 1260. Reco at 1136. Target hit,24-12-2021 12.20,
788,"buy hcl tech at current price , today target above 1300 ...up to end of the day....",24-12-2021 12.11,
789,it will touch 1200 once before upward journey..book profit and reenter..lot of noise is not good for stock movement..Sellers are more than buyers..,24-12-2021 9.50,
790,Buy Voltas..Reliance industries..... HCl tech.... for one week......,24-12-2021 9.46,
791,"strong yearly chart with strong cash from operation , long at 750 for a target of 6000.",24-12-2021 9.46,
792,"consistent compounder and dark house ...promoter buy shows confidence,. and who ever reported my earkier comment may be in loss ",24-12-2021 9.33,
793,Promotors of HCL Tech bought part of the shares at Rs.1279 per piece today morning.HCL Tech is at very attractive valuations so just buy HCL Tech as it is heading to Rs.1500. The target of Rs.1700 holds.,24-12-2021 9.29,
794,Buy now it will touch upper circuit at the End of the Day,24-12-2021 9.26,
795,Strong Intraday Sell HCL Tech at 1267 Target is 1237 for Intraday only,24-12-2021 9.23,
796,Good for short term covering for HCL.. its a great company but cannot rely on this as promoters already having shares at low price in their kitty.. what difference it would make.. p.s its a great company.. just this news should not make ...&nbsp,24-12-2021 9.23,
797,Promotors oh HCL Tech will buy 45 lakh shares at a 5% premium to the market price so HCL Tech will cross Rs.1350 in a few trading sessions and head to Rs.1500. Buy HCL Tech for a target of Rs.1700.,24-12-2021 9.09,
798,Hcl tech is the stock in focus today: the promoters of hcl tech will buy 45 lakh shares via a block deal today at 4% premium to current market price,24-12-2021 8.26,
799,Now news is not shown on any where. perhaps news is not confirmed ,23-12-2021 21.49,
800,"BUY HCL TECH 1205 TARGET WILL BE 1250/1300 SOON , tellegraam- PUJATIPS",21-12-2021 18.06,
801,For some it might be fundamentally strong but a pro trader should understand the impact of FII and DII too. for more info v.gd/GjmAyK,23-12-2021 21.29,
802,"continue to hold, I kept saying this is the one most undervalued amongst top IT companies in India yet to take off, expecting good results this quarter and start flying.",23-12-2021 21.25,
803,how much hcl can move tomorrow. any thoughts?,23-12-2021 21.25,
804,"You will have good profits,sale within 1 hour of market opening.",23-12-2021 20.47,
805,I am holding a 1300ce position dec30 exp... should I hold...,23-12-2021 20.40,
806,"its good for retailer, operator fully control past 3 month, its good management",23-12-2021 20.20,
807,"tomorrow we will see above 1275 , Monday new high...enjoy...",23-12-2021 19.53,
808,Promoters buying 45 lakhs shares at 5% premium. What shall be the impact on the shares tomorrow.,23-12-2021 19.32,
809,Todays red is buying opportunity. Tomorrow it will sure shot cross 1250. Average this gem on every dips. Before result 1350 levels to be seen and if good results which surely will be then par 1400,23-12-2021 11.32,
810,Sell HCL Tech for target of 1190. Hope for profit taking and heavy selling of FII today afternoon.,23-12-2021 10.23,
811,It is also important to close all open positions. Intraday traders often fail to do so due to fear of booking a loss.,23-12-2021 10.13,
812,Buy HCL Tech as it will cross Rs.1377 from where it corrected and will head to Rs.1500. BUY HCL Tech for a target of Rs.1700.,23-12-2021 9.15,
813,good stock to hold. operators also positive. can take to 1250 by 30 Dec. first week Jan may see new highs as IT likely to do well. hold with tgt of 1240 today.,23-12-2021 7.07,
814,"HCL Tech strong on charts, Technical suggest BUY for target 1355",22-12-2021 19.53,
815,Buy HCL Tech with target of 1235 & Stop loss at 1211....visit goyaltips,22-12-2021 17.57,
816,tomorrow gap up opening above 1250 ...hold hold hold...,22-12-2021 17.48,
817,avoid buying in huge quantity our Indian markets are still highly over valued.,22-12-2021 17.38,
818,Buy HCL Tech with target of 1235 & Stop loss at 1211....visit goyaltips,22-12-2021 17.16,
819,"Companys evolving each day to come to profit, so must you",22-12-2021 12.56,
820,The weekly momentum indicator has triggered a bullish crossover. However The RSI factor should be considered to analyse the Entry point.for more info v.gd/GjmAyK,22-12-2021 12.02,
821,buy hcl tech with conviction it will reach 2000 in 2022 without any doubts.,22-12-2021 11.44,
822,Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,22-12-2021 11.23,
823,Fundamentally strong stock add at every dips for long term for more... bnfs.at/891c,22-12-2021 11.23,
824,Impact of Covid left an strong impact on PHARMA sector the charts and volume bar reflects same. To know more for more info v.gd/GjmAyK,22-12-2021 11.22,
825,ICICI is getting strong fundamental signals it will beat the impact what is currently set by HDFC. To know exact target value v.gd/GjmAyK,22-12-2021 11.22,
826,"Remember corrections in market are temporary, growth is permanent use dips as buying opportunity for more info v.gd/GjmAyK",22-12-2021 10.54,
827,Stock is technically in a Mildly Bullish range,22-12-2021 9.40,
828,buy HCL Tech as it will cross Rs.1377 from where it corrected and head to Rs.1450. Buy HCL Tech for a target of Rs.1700.,22-12-2021 9.16,
829,Something very interesting I want to share. Just see technical buy sell charts provided by www IntradayAFL com and the accuracy.,22-12-2021 0.55,
830,Best time for investment in pharma more detls. DONT MISS THIS TIME.. Queen of future,21-12-2021 22.28,
831,hcl tech wins 5 yr digital transformation contract with CEMEX tmrw gapup open  enjoy,21-12-2021 20.57,
832,Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available............ bnfs.at/891c Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ong...&nbsp,21-12-2021 19.59,
833,Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available............ bnfs.at/891c Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ong...&nbsp,21-12-2021 19.54,
834,Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available............ bnfs.at/891c Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ong...&nbsp,21-12-2021 19.48,
835,Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available............ bnfs.at/891c Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ong...&nbsp,21-12-2021 19.43,
836,Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos........... bnfs.at/891c,21-12-2021 19.25,
837,Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available............ bnfs.at/891c,21-12-2021 19.25,
838,Buy HCL Tech with Target of 1218 $ Stop loss at 1194...visit goyaltips,21-12-2021 19.07,
839,Have an opinion on this news? Post your comment here.,21-12-2021 15.45,
840,The recent breakout level would now be seen as support on the decline and hence one can keep a buy-on-dip approach..,21-12-2021 15.43,
841,Buy imediately otherwise repent for whole life very cheap rate it is available.buy buy buy,21-12-2021 15.18,
842,Invest safely so never gonna regret. pick worthy deal with us,21-12-2021 15.03,
843,Indications Positive way back.........Latent view.........Must,21-12-2021 14.00,
844,Sound working capital management will be strong point to take this up with proper SL and target for more info v.gd/GjmAyK,21-12-2021 13.53,
845,Ready for next week with previous holdings its ready for break again with more profit..,21-12-2021 12.56,
846,Buy it for investment purposes having strong fundamentals Profit booking would be seen now in this stock now book ur profit....wait to reenter at lower levels AnyTips OrHelp wtzp... 73OO7 :311 :44,21-12-2021 12.28,
847,Sell for every rise. Omricon fear is not over. Every alternative day nifty will fall till Next 2 months.,21-12-2021 12.20,
848,"Golden Rule - Investment in stocks is like driving a car. Once you master the subject, it becomes easier to reach the destination.",21-12-2021 11.38,
849,big hurdle crossed moving toward next level of 1250.,21-12-2021 10.01,
850,"yes uptrend, cheapest in IT pack, looks like spike in interest on this",21-12-2021 9.59,
851,"dr reddy cmp 4593 looking good for 4700/5000 , For AnyTips OrHelp wtzp... 73OO7 :311 :44",21-12-2021 9.41,
852,uptrend started in hcl. if market support then this scrip is heading towards 1400,21-12-2021 9.37,
853,Buy HCL Tech as it is highly under valued compared to TCS and Infosys and recommend to buy HCL Tech for a target of Rs.1700.,21-12-2021 9.27,
854,Ye wastage ab firse 1185 dikhayega then again 1160 jayega . Range bound mai rahega feb tak ,21-12-2021 8.31,
855,keep away Fear of lossing and Greed of making more. you can make a hell lot of money in trading..,21-12-2021 7.12,
856,as per Open interest data and PCR ratio suggesting monday market will be in huge height buy huge opening and supported by all global indexes and sgx nifty is green..buy as much as u can..,20-12-2021 20.47,
857,Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available bnfs.at/891c,20-12-2021 20.41,
858,The zeel of trading comes with Red color in our portfolio to make it Green & Positive results Come ....bnfs.at/891c,20-12-2021 20.41,
859,"if index options are your cup of tea, for profits remember ..",20-12-2021 7.56,
860,Never depend on single income. Make investment to create second source for more info..,20-12-2021 7.29,
861,Trading is an amazing business. With high percentage of risk. One can make amazing money by playing safe,20-12-2021 7.23,
862,Ktrad Search Me - you said 1800 tomorrow. ? Current price is 1171. That s 53 percent in one day. Wow. Good analysis in dreams.,20-12-2021 2.02,
863,Hcl tech has reduced debt.this company one of the good fundamental stock in it sector & techinaclly also keep hold,19-12-2021 23.52,
864,Hcl tech has reduced debt.this company one of the good fundamental stock in it sector & techinaclly also keep hold,19-12-2021 23.21,
865,Companies like Motherson Sumi and Bharat Forge reported a strong set of numbers. PNB Housing deal with the Carlyle Group fuelled up the entire housing sector.,19-12-2021 19.24,
866,hcl tech is looking very bullish on board....friday v HV given sell flurochem at 2230 ....nd target hit...day low made 2099......... chk us on tlgrm rmwealth for best gains at chpst...,19-12-2021 18.09,
867,"Monday this share can cross 1200 on account of positive outlook in IT sector,good order book and fiis entry in Jan for buying . omicron fears will shift traders to it sector only.",19-12-2021 15.26,
868,"Telle grm Profit_Junction : ZEEL is near to its support level of 333, making it little weak. buy only abv next resistance of 342 for next tgt of 365 soon. I give freee intrdy sugggestions in my Tellee grm Profit_Junction",19-12-2021 11.39,
869,This stock is ready to show you more power very soon so be ready before buy on right levels...,18-12-2021 14.27,
870,Will see more downtrend in upcoming session so be ready for come out from stock...,18-12-2021 14.03,
871,Are you also remained confused about when to buy and sell a stock.,18-12-2021 13.27,
872,Daily charts help traders to figure out short-term stock price movements.,18-12-2021 12.35,
873,"Some of the popular daily charts used by traders include the hourly charts, 15-minute charts, five-minute charts and two-minute charts",18-12-2021 12.35,
874,"In most cases, company s stock prices rise on the back of good news.",18-12-2021 12.35,
875,It is also handy to keep a tab on the top gainers and losers of the week. They can tell you how different stocks have been performing over a particular time period.,18-12-2021 12.34,
876,HCL TECH SHOULD MAKE A BUY CALL IN IT SECTOR IS GOOD MOMENT WILL GIVE GOOD RETURN,18-12-2021 11.20,
877,HDFC securities given buy call for HCL. December expiry 1254 is the target. 10 days target.,18-12-2021 10.26,
878,Dont buy for long term now wait for few moments and dip with right levels...,18-12-2021 9.38,
879,Waiting for 1020 to buy in bulk!,17-12-2021 14.34,
880,once crosses 1200 will reach 1400 easily,17-12-2021 14.19,
881,Buy HCL Tech with target of 1190 & Stop loss at 1168...visit goyaltips,17-12-2021 14.03,
882,should close above 1185.. this is major resistance till now.,17-12-2021 13.31,
883,Unlikely scenario analysis developed strong analytical skills developed strong. How? .......... v.gd/wSQSTI,17-12-2021 13.03,
884,Fundamentally strong stock add at every dips for long term for more... v.gd/wSQSTIz,17-12-2021 13.03,
885,"Telle grm Profit_Junction : Adani ports is consolidating as per RSI, ichimoku in weekly chart. Buy abv its next resistance 718 for 750 . I share freee intraday caallls in my Tellee grm Profit_Junction",17-12-2021 12.26,
886,Have raised the target Tech from Rs.1500 to Rs.1700 as HCL Tech is highly under valued compared to TCS and Infosys. Buy HCL Tech now and hold for wealth creation.,17-12-2021 12.22,
887,Telle grm Profit_Junction Dr reddys is in range from past 2 weeks. Wait for breakout. Buy abv 4700 for 5200 and sell below 4480 for 4100 tgt. I share freee intraday caallls in my Tellee grm Profit_Junction,17-12-2021 12.19,
888,Buy HCL Tech with target of 1187 & Stop loss at 1165...visit goyaltips,17-12-2021 11.02,
889,rupee weaker to dollar IT cos like HCL will benefit the most,16-12-2021 11.15,
890,"this is lagging compared to other IT stocks, catch up with soon . 1350 near term Target..",16-12-2021 10.07,
891,HCL TECH HAVING GOOD FUNDAMENTAL KEEP TGT 1170 - 1190,16-12-2021 9.56,
892,invest safely so never gonna regret...pick worthy deal..,16-12-2021 7.23,
893,...............today v hv given...Buy axis bank...... pe 710 at ..........12.05 and 770 ce 3.4... pe rocks and hit 16 and we gained 4 rs per lot.... ...........3500 profit per lot ........joinme on tlgrrrrrrrrm at......... rm wealth for prf...&nbsp,15-12-2021 22.04,
894,Investing is not an easy mind game ....it requires patience to feel the power of stock market..... Queen of future,15-12-2021 21.35,
895,buy hcl tech 1146 target 1180 1220 stop loss 1142,15-12-2021 11.02,
896,"This stock one of the biggest mistake ,,when I brought from 50 days its still showing same range",15-12-2021 9.52,
897,H1B issues and new bill will be big negative for this stock and sector if passes,15-12-2021 9.39,
898,Mf have bought this in Nov still it is going daily down what js happening in this rubbish stock,15-12-2021 9.37,
899,"lets make phenomenal gains together on high conviction opportunities amd grow big together, For AnyTips OrHelp wtzp... 73OO7 :311 :44",14-12-2021 11.03,
900,Hold tight hcl tech not sell single share hcl target 1232 1298 1338 1600,14-12-2021 10.33,
901,HCL TECH ANY SUGGESTION ABOUT DIP AGAIN SHOULD SELL AND HOLD,14-12-2021 9.50,
902,This stock should go to 900 or 800 soon then there will be a buying opportunity .To get to 1200 it will at least take next 6 years .,14-12-2021 9.19,
903,Telle grm AskCharts : HCL is little bearish as per all indicators with next resistance 1170. Buy it above 1170 for a tgt of 1250 shortly within 2 weeks. I give freee intrdy sugestns in my Tellee grm AskCharts,14-12-2021 6.52,
904,Hcl Tech short near 1140 sl 1000 target 1450 below for more info v.gd/GjmAyK,13-12-2021 23.46,
905,Telle grm AskCharts : HCL is little bearish as per all indicators with next resistance 1170. Buy it above 1170 for a tgt of 1250 shortly within 2 weeks. I give freee intrdy sugestns in my Tellee grm AskCharts,13-12-2021 21.11,
906,some news are arriving stating fraud and in Us is this will affect share price ?,13-12-2021 21.09,
907,stock back in action again buy & hold 4 more returns in upcoming days for more live updates & tipsz wtzppp on 844549:2O 56,13-12-2021 20.54,
908,Telle grm AskCharts : HCL is little bearish as per all indicators with next resistance 1170. Buy it above 1170 for a tgt of 1250 shortly within 2 weeks. I give freee intrdy sugestns in my Tellee grm AskCharts,13-12-2021 17.16,
909,"Telle grm Profit_Junction : Yes bank fundamentals are not so strong, not recommendable for short term trading. Invest with 1 years horizon with a tgt of 20 . I share freee intraday caallls in my Tellee grm Profit_Junction",12-12-2021 19.27,
910,"Telle grm Profit_Junction : Tata motors forming bullish pattern after forming morning star, it might give big movement only above 490 for 540 . I give fresh freee intrdy caallls in my Telleegrm Profit_Junction",12-12-2021 16.32,
911,Investing is not an easy mind game ....it requires patience to feel the power of stock market..... Queen of future,12-12-2021 13.29,
912,THIS STOCK IS SHOWING POWERFULL MOVEMENT AS PER CANDLE YOU CAN HOLD AND BUY ON EVERY DIP FOR ANYHELP 0R DETAILS JUST TEXTT ONN WHHAATZAPPPP __ EIGHT 44549 _2O 56,12-12-2021 12.48,
913,"Telle grm Profit_Junction: Hero motor is in range as per Bollinger from past one month , Buy it abv 2500 for 3000 tgt. Sell below 2400 for 2100 tgt. I share freee intraday caallls in my Tellee grm Profit_Junction",11-12-2021 18.51,
914,"Telle grm Profit_Junction : UBL formed bullish engulfing, but is in range as per all technical indicators in daily chart, buy abv 1530 for 1650 tgt in 2 week. I give freee intrdy sugstions in my Tellee grm Profit_Junction",11-12-2021 18.30,
915,Hcl Tech short near 1140 sl 1000 target 1450 below for more info v.gd/GjmAyK,11-12-2021 12.52,
916,THIS STOCK IS SHOWING POWERFULL MOVEMENT AS PER CANDLE YOU CAN HOLD AND BUY ON EVERY DIP FOR ANYHELP 0R DETAILS JUST TEXTT ONN WHHAATZAPPPP __ EIGHT 44549 _2O 56,11-12-2021 12.46,
917,"Im of a very strong belief that this stock will give much better returns than infy or TCS from current market price. my calculation shows 1400 near term , 1650 mid term and 1800 long term .",11-12-2021 11.47,
918,HCLTECH BUY ON EVERY DIP TILL NEXT QUARTER RESULT,11-12-2021 10.41,
919,This is only buy for Investment Purpose for 25% - 35% Return in near term,10-12-2021 12.01,
920,buy and target for today 1200 in few days 1300,10-12-2021 11.42,
921,forming good support zone here. just matter of time to jump from here. 1340 next stop..,10-12-2021 11.11,
922,hcl fully ready yo blast soon in rapid continue upward journey till 1500 level,09-12-2021 20.29,
923,Buy HCL tech near 1155 sl 1050 target 1400 for more info v.gd/GjmAyK,09-12-2021 23.00,
924,"Telle grm Profit_Junction : UPL is near to its recent swing high which will act as support , Buy it only above fibonacci resistance 700 for 739 soon. I share freee intraday caallls in my Tellee grm Profit_Junction",09-12-2021 21.27,
925,"Telle grm Profit_Junction : UPL is near to its recent swing high which will act as support , Buy it only above fibonacci resistance 700 for 739 soon. I share freee intraday caallls in my Tellee grm Profit_Junction",09-12-2021 17.33,
926,Hcl Tech short near 1140 sl 1000 target 1450 below for more info v.gd/GjmAyK,09-12-2021 15.14,
927,"this is working as per rsi and moving avg. retails are very less, so every 1% movement controlled by algo trades. this is common in stocks where retail holding very less. this is how traders make money. retail investor cant trade like this,...&nbsp",09-12-2021 14.46,
928,Buy HCL tech near 1155 sl 1050 target 1400 for more info v.gd/GjmAyK,09-12-2021 14.35,
929,3 sessions of hard labored gains busted in just 40 minutes :( Best Stock for Put Options . Proven again and again,09-12-2021 10.31,
930,zigzag continued in daily charts. good for trades. by Jan mid it should cross 1230 to 1250 range..,09-12-2021 10.13,
931,TRADIQUE INDIA Intraday buy call HCLTECH 1170 Target 1210 Sl 1155,09-12-2021 9.25,
932,Hehe isne google ko bhi acquire kiya fir bhi isko kuch farak nahi padega. In IT most manipulated stock HCL tech  1189 is major Resistance ,09-12-2021 9.23,
933,Today it will cross 1200 since it has acquired new banking consulting firm. Markets also positive today as global cues are good. By end of December 1250-1300 surely. Keep buying on every dips,09-12-2021 9.11,
934,buy hcl 1172 target 1240 1298 1338 1394 1800 so just buy buy,09-12-2021 7.52,
935,"In most cases, company s stock prices rise on the back of good news.",09-12-2021 7.23,
936,"HCL Tech, apoBank to acquire German IT Consulting firm",08-12-2021 21.42,
937,"Telle grm Profit_Junction : TVS motor broken its demand zone making it little bullish, buy it only abv 690 for a tgt of 730 within a week. I give freee intrdy sugggestions in my Tellee grm Profit_Junction",08-12-2021 21.01,
938,How to overcome our fear of losses incurred by return ........v.gd/wSQSTI,08-12-2021 13.03,
939,TRADIQUE INDIA Intraday buy call HCLT 1175 Target 1250 Sl 1160,08-12-2021 9.35,
940,Buy HCL Tech as it will cross Rs.1377soon from where it corrected for no logical reason and then head to Rs.1500.,08-12-2021 9.26,
